"","iso_code","location","region","sub_region","date","new_cases","total_cases","MA_new_cases","MA_total_cases","date_import","import_low","import_upp","MSM_pop","pop2022","cum_icni_prop"
"11450","ISL","Iceland","Europe","Northern Europe",2022-08-09,0.020408552344521,11.9759192993909,0.0606912043920538,11.3969402637692,2022-06-07,2022-06-05,2022-06-10,3914.21044817071,372.899,0.00291168306218576
"11451","ISR","Israel","Asia","Western Asia",2022-08-09,3,189,3.28571428571429,170.857142857143,2022-05-16,NA,NA,92190.7518,9038.309,0.00185330024456035
"11452","ITA","Italy","Europe","Southern Europe",2022-08-09,6,726,8.21605003423113,676.285714285714,2022-05-09,NA,NA,426434.30034556,59037.474,0.00158590834212372
"11453","JAM","Jamaica","Americas","Latin America and the Caribbean",2022-08-09,0,4,0.0714285714285714,3.28571428571429,2022-07-03,NA,NA,42400,2827.377,7.74932614555256e-05
"11454","JOR","Jordan","Asia","Western Asia",2022-08-09,0,0,0,0,2022-09-02,2022-08-31,2022-09-05,115115.8638,11285.869,0
"11455","JPN","Japan","Asia","Eastern Asia",2022-08-09,0,3.96521223624863,0.121402504187822,3.36112744596396,2022-07-15,NA,NA,7e+05,123951.692,4.80161063709137e-06
"11456","KOR","Republic of Korea","Asia","Eastern Asia",2022-08-09,0,1,0,1,2022-06-19,NA,NA,520231.319373243,51815.81,1.92222183240479e-06
"11457","LBN","Lebanon","Asia","Western Asia",2022-08-09,0,7,0.0714285714285714,6.14285714285714,2022-06-06,NA,NA,16500,5489.739,0.000372294372294372
"11458","LTU","Lithuania","Europe","Northern Europe",2022-08-09,0,5,0.285714285714286,3.92857142857143,2022-07-26,NA,NA,28866.5134903663,2750.055,0.0001360944206124
"11459","LUX","Luxembourg","Europe","Western Europe",2022-08-09,0,44,0.785714285714286,39.3571428571429,2022-06-05,NA,NA,5885.0710259828,647.599,0.00668762410570402
"11460","LVA","Latvia","Europe","Northern Europe",2022-08-09,0,4,0.142857142857143,3.14285714285714,2022-05-24,NA,NA,19425.7358698135,1850.651,0.000161788318544008
"11461","MAF","Saint Martin","Americas","Latin America and the Caribbean",2022-08-09,0,1,0,1,2022-07-22,NA,NA,503.836479112461,31.791,0.00198477093552567
"11462","MAR","Morocco","Africa","Northern Africa",2022-08-09,0,2,0,2,2022-05-26,NA,NA,42000,37457.971,4.76190476190476e-05
"11463","MCO","Monaco","Europe","Western Europe",2022-08-09,0.0494009529630714,3,0.142857126927797,1.59787474787163,2022-07-15,2022-07-13,2022-07-18,331.412888603235,36.469,0.00482140195152335
"11464","MDA","Republic of Moldova","Europe","Eastern Europe",2022-08-09,0,2,0.142857142857143,0.428571428571429,2022-08-06,NA,NA,14600,3272.996,2.93542074363992e-05
"11465","MEX","Mexico","Americas","Latin America and the Caribbean",2022-08-09,15,396,16.1428571428571,285.428571428571,2022-05-20,NA,NA,1200000,127504.125,0.000237857142857143
"11466","MLT","Malta","Europe","Southern Europe",2022-08-09,0,30,0.392044948953087,28.7574285107475,2022-05-15,NA,NA,3851.9846274941,533.286,0.00746561351919402
"11467","MNE","Montenegro","Europe","Southern Europe",2022-08-09,0,1.00000033569033,0.0426445474455331,0.965446133357953,2022-07-26,2022-07-24,2022-07-29,4529.48366200923,627.082,0.000213147061651988
"11468","MTQ","Martinique","Americas","Latin America and the Caribbean",2022-08-09,0.0290736470009966,2.00668379348642,0.0718951468622123,1.29760556701934,2022-07-09,2022-07-07,2022-07-12,12384.9859,367.507,0.000104772470271391
"11469","NCL","New Caledonia","Oceania","Melanesia",2022-08-09,0,1,0,1,2022-07-06,2022-07-04,2022-07-09,4726.185,289.95,0.000211587146927173
"11470","NLD","Netherlands","Europe","Western Europe",2022-08-09,10,1099,8.21428571428571,1045.21428571429,2022-04-27,NA,NA,230000,17564.014,0.0045444099378882
"11471","NOR","Norway","Europe","Northern Europe",2022-08-09,0,72,0.928571428571429,67.7857142857143,2022-05-23,NA,NA,57042.4383237622,5434.319,0.00118833830175658
"11472","NZL","New Zealand","Oceania","Australia and New Zealand",2022-08-09,0,2.99620023936707,0.0579736290187031,2.91914821037954,2022-07-06,NA,NA,37500,5185.288,7.78439522767876e-05
"11473","PAN","Panama","Americas","Latin America and the Caribbean",2022-08-09,0,3,0.142857142857143,1.92857142857143,2022-06-28,NA,NA,29600,4408.581,6.51544401544402e-05
"11474","PER","Peru","Americas","Latin America and the Caribbean",2022-08-09,37,989,39.0714285714286,730.285714285714,2022-06-15,NA,NA,260000,34049.588,0.00280879120879121
"11475","PHL","Philippines","Asia","South-eastern Asia",2022-08-09,0,2,0,2,2022-07-12,NA,NA,678100,115559.009,2.94941749004572e-06
"11476","POL","Poland","Europe","Eastern Europe",2022-08-09,2,123,2.63816179979221,107.364919031324,2022-05-16,NA,NA,840985.7595,39857.145,0.000127665561299346
"11477","PRI","Puerto Rico","Americas","Latin America and the Caribbean",2022-08-09,3.49118876820433,59.991619634598,2.60642280697325,39.5936708029861,2022-06-23,2022-06-21,2022-06-26,109606.1159,3252.407,0.00036123596277337
"11478","PRT","Portugal","Europe","Southern Europe",2022-08-09,8,803.293021998077,7.58670003535671,759.753954430579,2022-04-22,NA,NA,74187.6105711891,10270.865,0.0102409815949192
"11479","PRY","Paraguay","Americas","Latin America and the Caribbean",2022-08-09,0,0,0,0,2022-08-19,2022-08-17,2022-08-22,27700,6780.744,0
"11480","QAT","Qatar","Asia","Western Asia",2022-08-09,0,3,0.0714285714285714,2.71428571428571,2022-07-09,NA,NA,27490.2444,2695.122,9.87363253229467e-05
"11481","ROU","Romania","Europe","Eastern Europe",2022-08-09,0,33,0.714285714285714,29.9285714285714,2022-06-02,NA,NA,10500,19659.267,0.00285034013605442
"11482","RUS","Russia","Europe","Eastern Europe",2022-08-09,0,1,0,1,2022-07-06,2022-07-04,2022-07-09,1532011.64928064,144713.314,6.52736550971759e-07
"11483","SAU","Saudi Arabia","Asia","Western Asia",2022-08-09,0,5,0.142857142857143,4.42857142857143,2022-07-03,NA,NA,371369.964,36408.82,1.1924958553114e-05
"11484","SDN","Sudan","Africa","Northern Africa",2022-08-09,0,1,0,1,2022-07-09,NA,NA,132000,46874.204,7.57575757575758e-06
"11485","SGP","Singapore","Asia","South-eastern Asia",2022-08-09,0,14,0.214285714285714,13.3121603058128,2022-06-14,NA,NA,97403.7307,5975.689,0.000136669922292953
"11486","SLV","El Salvador","Americas","Latin America and the Caribbean",2022-08-09,0,0,0,0,2022-08-22,NA,NA,54100,6336.392,0
"11487","SMR","San Marino","Europe","Southern Europe",2022-08-09,0,0,0,0,2022-09-15,NA,NA,243.129957586457,33.66,0
"11488","SRB","Serbia","Europe","Southern Europe",2022-08-09,0,32,0.642857142857143,28.8571428571429,2022-06-03,NA,NA,40000,7221.365,0.000721428571428571
"11489","SVK","Slovakia","Europe","Eastern Europe",2022-08-09,1,12,0.142857142857143,10.5714285714286,2022-06-23,NA,NA,119076.8583,5643.453,8.87781952123318e-05
"11490","SVN","Slovenia","Europe","Southern Europe",2022-08-09,0,43,0.285714285714286,40.7142857142857,2022-05-18,NA,NA,15311.8711173472,2119.844,0.00265900133316559
"11491","SWE","Sweden","Europe","Northern Europe",2022-08-09,4,138,2.07142857142857,125.357142857143,2022-05-05,NA,NA,1e+05,10549.347,0.00125357142857143
"11492","THA","Thailand","Asia","South-eastern Asia",2022-08-09,1,5,0.142857142857143,3.92857142857143,2022-07-09,NA,NA,527900,71697.03,7.44188563851379e-06
"11493","TUR","Türkiye","Asia","Western Asia",2022-08-09,0,10,0.285714285714286,9.07142857142857,2022-06-25,NA,NA,870480.6582,85341.241,1.04211718962104e-05
"11494","TWN","Taiwan, Province of China","Asia","Eastern Asia",2022-08-09,0,3,0.0714285714285714,2.5,2022-06-20,NA,NA,239889.946426095,23893.394,1.04214454888387e-05
"11495","UKR","Ukraine","Europe","Eastern Europe",2022-08-09,0,0,0,0,2022-08-26,NA,NA,179400,39701.739,0
"11496","URY","Uruguay","Americas","Latin America and the Caribbean",2022-08-09,1,3,0.0714285714285714,2.07142857142857,2022-07-20,NA,NA,28600,3422.794,7.24275724275724e-05
"11497","USA","United States of America","Americas","Northern America",2022-08-09,400.556890232018,14281.1434000129,439.464102946247,11328.4754041208,2022-04-29,NA,NA,4500000,338289.857,0.00251743897869352
"11498","VEN","Venezuela (Bolivarian Republic of)","Americas","Latin America and the Caribbean",2022-08-09,0,1,0,1,2022-05-28,NA,NA,210800,28301.696,4.7438330170778e-06
"11499","VNM","Viet Nam","Asia","South-eastern Asia",2022-08-09,0,0,0,0,2022-09-18,NA,NA,256000,98186.856,0
"11500","ZAF","South Africa","Africa","Sub-Saharan Africa",2022-08-09,0.298312746824743,3.48509295450763,0.034945482083939,3.04920689855589,2022-06-16,2022-06-14,2022-06-19,309700,59893.885,9.84567936246654e-06
"11501","ABW","Aruba","Americas","Latin America and the Caribbean",2022-08-10,0,2,0.142857142857143,0.285714285714286,2022-08-09,NA,NA,3587.1965,106.445,7.96483509376433e-05
"11502","AND","Andorra","Europe","Southern Europe",2022-08-10,0,4,0,4,2022-06-20,NA,NA,576.577710468845,79.824,0.00693748635677815
"11503","ARE","United Arab Emirates","Asia","Western Asia",2022-08-10,0,16,0,16,2022-05-12,NA,NA,96299.5158,9441.129,0.000166148291266902
"11504","ARG","Argentina","Americas","Latin America and the Caribbean",2022-08-10,4,103.356313800694,4.11834295481676,73.0559388447638,2022-05-03,NA,NA,205600,45510.318,0.000355330441851964
"11505","AUS","Australia","Oceania","Australia and New Zealand",2022-08-10,0,33.0045496159125,0,33.0045496159125,2022-05-08,NA,NA,263500,26177.413,0.000125254457745399
"11506","AUT","Austria","Europe","Western Europe",2022-08-10,1.0868426704952,224.478168223884,5.38803323106118,192.688766322145,2022-05-14,NA,NA,81238.97811776,8939.617,0.00237187580132819
"11507","BEL","Belgium","Europe","Western Europe",2022-08-10,10.1928420421018,665.954612880643,8.37926457838816,618.742326149603,2022-05-10,NA,NA,105923.535897807,11655.93,0.00584140550922088
"11508","BEN","Benin","Africa","Sub-Saharan Africa",2022-08-10,0,3,0,3,2022-06-08,2022-06-06,2022-06-11,5800,13352.864,0.000517241379310345
"11509","BGR","Bulgaria","Europe","Eastern Europe",2022-08-10,0,4,0,4,2022-06-10,NA,NA,57800,6781.953,6.9204152249135e-05
"11510","BHR","Bahrain","Asia","Western Asia",2022-08-10,0,0,0,0,2022-09-10,2022-09-08,2022-09-13,15016.7766,1472.233,0
"11511","BHS","Bahamas","Americas","Latin America and the Caribbean",2022-08-10,0,2,0,2,2022-06-18,2022-06-16,2022-06-21,2800,409.984,0.000714285714285714
"11512","BIH","Bosnia and Herzegovina","Europe","Southern Europe",2022-08-10,0,3,0.142857142857143,2.85714285714286,2022-07-02,NA,NA,6900,3233.526,0.00041407867494824
"11513","BMU","Bermuda","Americas","Northern America",2022-08-10,0,1,0,1,2022-07-16,NA,NA,718.819322375309,64.184,0.00139117017151896
"11514","BOL","Bolivia","Americas","Latin America and the Caribbean",2022-08-10,6.08780757693937,27.2031125840704,1.87102022793959,9.7572723785632,2022-07-26,2022-07-24,2022-07-29,35500,12224.11,0.000274852743058118
"11515","BRA","Brazil","Americas","Latin America and the Caribbean",2022-08-10,146.157446105571,4205.07702420076,132.428338950302,3352.47867137294,2022-05-13,NA,NA,2e+06,215313.498,0.00167623933568647
"11516","BRB","Barbados","Americas","Latin America and the Caribbean",2022-08-10,0,1,0,1,2022-07-04,NA,NA,2600,281.635,0.000384615384615385
"11517","CAN","Canada","Americas","Northern America",2022-08-10,13.4582011491969,1213.6582838588,14.6329508751953,1116.64701865446,2022-04-28,NA,NA,349800,38454.327,0.00319224419283721
"11518","CHE","Switzerland","Europe","Western Europe",2022-08-10,7.86094480220136,412.591680130967,6.21501794051319,370.028907550692,2022-05-13,2022-05-11,2022-05-16,80000,8740.472,0.00462536134438365
"11519","CHL","Chile","Americas","Latin America and the Caribbean",2022-08-10,10,223,9.42857142857143,159.285714285714,2022-06-02,NA,NA,122600,19603.733,0.00129923094849685
"11520","CHN","China","Asia","Eastern Asia",2022-08-10,0,0,0,0,2022-09-09,NA,NA,23241963.5931,1425887.337,0
"11521","COL","Colombia","Americas","Latin America and the Caribbean",2022-08-10,22,246,13.7142857142857,132.142857142857,2022-05-30,NA,NA,356700,51874.024,0.000370459369618327
"11522","CRI","Costa Rica","Americas","Latin America and the Caribbean",2022-08-10,0,3,0,3,2022-07-13,NA,NA,10100,5180.829,0.000297029702970297
"11523","CUB","Cuba","Americas","Latin America and the Caribbean",2022-08-10,0,0,0,0,2022-08-17,NA,NA,279200,11212.191,0
"11524","CUW","Curaçao","Americas","Latin America and the Caribbean",2022-08-10,0,1,0.0714285714285714,0.142857142857143,2022-08-09,NA,NA,3029.62765740541,191.163,4.71533663577281e-05
"11525","CYP","Cyprus","Asia","Western Asia",2022-08-10,0,3,0.0714285714285714,3,2022-07-26,NA,NA,12765.1776,1251.488,0.000235014356557013
"11526","CZE","Czechia","Europe","Eastern Europe",2022-08-10,0,41,0.785714285714286,35.6428571428571,2022-05-09,NA,NA,111094.883774052,10493.986,0.000320832570610079
"11527","DEU","Germany","Europe","Western Europe",2022-08-10,13.0979260191123,3290.04602840153,26.5897048033087,3135.91017296721,2022-05-02,NA,NA,750000,83369.843,0.00418121356395628
"11528","DNK","Denmark","Europe","Northern Europe",2022-08-10,1.10887074616883,158.013491591382,3.42953511367012,135.483576611715,2022-05-16,NA,NA,50000,5882.261,0.0027096715322343
"11529","DOM","Dominican Republic","Americas","Latin America and the Caribbean",2022-08-10,0,7,0.214285714285714,5.42857142857143,2022-06-27,NA,NA,142000,11228.821,3.82293762575453e-05
"11530","ECU","Ecuador","Americas","Latin America and the Caribbean",2022-08-10,5,26,1,17.6428571428571,2022-06-04,NA,NA,89400,18001,0.000197347395333973
"11531","EGY","Egypt","Africa","Northern Africa",2022-08-10,0,0,0,0,2022-09-01,2022-08-30,2022-09-04,64300,110990.103,0
"11532","ESP","Spain","Europe","Southern Europe",2022-08-10,57.5065603958566,6317.06455809218,68.3125107541829,5913.5407828188,2022-04-26,NA,NA,890200,47558.63,0.00664293505147023
"11533","EST","Estonia","Europe","Northern Europe",2022-08-10,0,9,0,9,2022-06-16,NA,NA,9000,1326.062,0.001
"11534","FIN","Finland","Europe","Northern Europe",2022-08-10,0,26,0.285714285714286,24.9285714285714,2022-05-15,NA,NA,58159.5605503088,5540.745,0.000428623792764181
"11535","FRA","France","Europe","Western Europe",2022-08-10,27.5119212999597,3378.06964058232,36.771192172219,3165.58579239851,2022-05-07,NA,NA,330000,64626.628,0.00959268421938943
"11536","GBR","The United Kingdom","Europe","Northern Europe",2022-08-10,14.2565435984683,3243.11661855372,23.3896504696275,3098.13804407901,2022-04-17,NA,NA,708621.322760554,67508.936,0.00437206437989996
"11537","GEO","Georgia","Asia","Western Asia",2022-08-10,0,2,0,2,2022-05-29,NA,NA,18500,3744.385,0.000108108108108108
"11538","GRC","Greece","Europe","Southern Europe",2022-08-10,0,52,0.857142857142857,48.7857142857143,2022-06-02,NA,NA,94000,10384.971,0.000518996960486322
"11539","GTM","Guatemala","Americas","Latin America and the Caribbean",2022-08-10,0,4,0.0714285714285714,3.14285714285714,2022-07-16,NA,NA,116500,17843.908,2.69773145309626e-05
"11540","GUM","Guam","Oceania","Micronesia",2022-08-10,0,0,0,0,2022-09-05,2022-09-03,2022-09-08,2799.9162,171.774,0
"11541","GUY","Guyana","Americas","Latin America and the Caribbean",2022-08-10,0,0,0,0,2022-08-15,NA,NA,3300,808.726,0
"11542","HKG","Hong Kong","Asia","Eastern Asia",2022-08-10,0,0,0,0,2022-08-30,NA,NA,122068.4995,7488.865,0
"11543","HND","Honduras","Americas","Latin America and the Caribbean",2022-08-10,0,4,0.142857142857143,3.57142857142857,2022-07-26,NA,NA,40900,10432.86,8.73209919664687e-05
"11544","HRV","Croatia","Europe","Southern Europe",2022-08-10,2,23,0.714285714285714,17.3571428571429,2022-06-19,NA,NA,29500,4030.358,0.000588377723970944
"11545","HUN","Hungary","Europe","Eastern Europe",2022-08-10,0,64,1.14285714285714,58.2142857142857,2022-05-26,NA,NA,210310.1988,9967.308,0.000276802009823813
"11546","IDN","Indonesia","Asia","South-eastern Asia",2022-08-10,0,0,0,0,2022-08-11,NA,NA,754300,275501.339,0
"11547","IND","India","Asia","Southern Asia",2022-08-10,0,10.0093572440861,0.205684448520698,9.74021244835899,2022-07-08,2022-07-06,2022-07-11,238200,1417173.173,4.08909002869815e-05
"11548","IRL","Ireland","Europe","Northern Europe",2022-08-10,4.27004924748334,126.82917567606,1.91789032415684,110.962010992431,2022-05-16,NA,NA,86500,5023.109,0.0012827978149414
"11549","IRN","Iran","Asia","Southern Asia",2022-08-10,0.216152555061459,0.402976539236628,0.028784038516902,0.0477772003253747,2022-08-10,2022-08-08,2022-08-13,313924.554014187,88550.57,1.5219325699262e-07
"11550","ISL","Iceland","Europe","Northern Europe",2022-08-10,0,11.9759192993909,0.0589871412222325,11.4559274049914,2022-06-07,2022-06-05,2022-06-10,3914.21044817071,372.899,0.00292675305957177
"11551","ISR","Israel","Asia","Western Asia",2022-08-10,1,190,2.85714285714286,173.714285714286,2022-05-16,NA,NA,92190.7518,9038.309,0.00188429188744598
"11552","ITA","Italy","Europe","Southern Europe",2022-08-10,13,739,8.21428571428571,684.5,2022-05-09,NA,NA,426434.30034556,59037.474,0.00160517106491039
"11553","JAM","Jamaica","Americas","Latin America and the Caribbean",2022-08-10,0,4,0.0714285714285714,3.35714285714286,2022-07-03,NA,NA,42400,2827.377,7.9177897574124e-05
"11554","JOR","Jordan","Asia","Western Asia",2022-08-10,0,0,0,0,2022-09-02,2022-08-31,2022-09-05,115115.8638,11285.869,0
"11555","JPN","Japan","Asia","Eastern Asia",2022-08-10,0,3.96521223624863,0.121402504187822,3.48252995015178,2022-07-15,NA,NA,7e+05,123951.692,4.97504278593111e-06
"11556","KOR","Republic of Korea","Asia","Eastern Asia",2022-08-10,0,1,0,1,2022-06-19,NA,NA,520231.319373243,51815.81,1.92222183240479e-06
"11557","LBN","Lebanon","Asia","Western Asia",2022-08-10,1,8,0.142857142857143,6.28571428571429,2022-06-06,NA,NA,16500,5489.739,0.000380952380952381
"11558","LTU","Lithuania","Europe","Northern Europe",2022-08-10,0,5,0.285714285714286,4.21428571428571,2022-07-26,NA,NA,28866.5134903663,2750.055,0.000145992196656938
"11559","LUX","Luxembourg","Europe","Western Europe",2022-08-10,1,45,0.857142857142857,40.2142857142857,2022-06-05,NA,NA,5885.0710259828,647.599,0.00683327109167217
"11560","LVA","Latvia","Europe","Northern Europe",2022-08-10,0,4,0.142857142857143,3.28571428571429,2022-05-24,NA,NA,19425.7358698135,1850.651,0.000169142333023281
"11561","MAF","Saint Martin","Americas","Latin America and the Caribbean",2022-08-10,0,1,0,1,2022-07-22,NA,NA,503.836479112461,31.791,0.00198477093552567
"11562","MAR","Morocco","Africa","Northern Africa",2022-08-10,0,2,0,2,2022-05-26,NA,NA,42000,37457.971,4.76190476190476e-05
"11563","MCO","Monaco","Europe","Western Europe",2022-08-10,0,3,0.142857126927797,1.74073187479943,2022-07-15,2022-07-13,2022-07-18,331.412888603235,36.469,0.00525245678324664
"11564","MDA","Republic of Moldova","Europe","Eastern Europe",2022-08-10,0,2,0.142857142857143,0.571428571428571,2022-08-06,NA,NA,14600,3272.996,3.91389432485323e-05
"11565","MEX","Mexico","Americas","Latin America and the Caribbean",2022-08-10,24,420,16.9285714285714,302.357142857143,2022-05-20,NA,NA,1200000,127504.125,0.000251964285714286
"11566","MLT","Malta","Europe","Southern Europe",2022-08-10,0,30,0.3766783756852,29.1341068864327,2022-05-15,NA,NA,3851.9846274941,533.286,0.00756340164975835
"11567","MNE","Montenegro","Europe","Southern Europe",2022-08-10,0,1.00000033569033,0.0238659717375009,0.989312105095454,2022-07-26,2022-07-24,2022-07-29,4529.48366200923,627.082,0.000218416088657798
"11568","MTQ","Martinique","Americas","Latin America and the Caribbean",2022-08-10,0,2.00668379348642,0.0718951468622123,1.36950071388155,2022-07-09,2022-07-07,2022-07-12,12384.9859,367.507,0.000110577494794044
"11569","NCL","New Caledonia","Oceania","Melanesia",2022-08-10,0,1,0,1,2022-07-06,2022-07-04,2022-07-09,4726.185,289.95,0.000211587146927173
"11570","NLD","Netherlands","Europe","Western Europe",2022-08-10,10,1109,8.5,1053.71428571429,2022-04-27,NA,NA,230000,17564.014,0.00458136645962733
"11571","NOR","Norway","Europe","Northern Europe",2022-08-10,0,72,0.857142857142857,68.6428571428571,2022-05-23,NA,NA,57042.4383237622,5434.319,0.00120336470810124
"11572","NZL","New Zealand","Oceania","Australia and New Zealand",2022-08-10,0,2.99620023936707,0.0425634991148261,2.96171170949436,2022-07-06,NA,NA,37500,5185.288,7.89789789198497e-05
"11573","PAN","Panama","Americas","Latin America and the Caribbean",2022-08-10,1,4,0.214285714285714,2.14285714285714,2022-06-28,NA,NA,29600,4408.581,7.23938223938224e-05
"11574","PER","Peru","Americas","Latin America and the Caribbean",2022-08-10,44,1033,39.7142857142857,770,2022-06-15,NA,NA,260000,34049.588,0.00296153846153846
"11575","PHL","Philippines","Asia","South-eastern Asia",2022-08-10,2,4,0.142857142857143,2.14285714285714,2022-07-12,NA,NA,678100,115559.009,3.16009016790612e-06
"11576","POL","Poland","Europe","Eastern Europe",2022-08-10,0,123,2.62942594823193,109.994344979556,2022-05-16,NA,NA,840985.7595,39857.145,0.000130792161147832
"11577","PRI","Puerto Rico","Americas","Latin America and the Caribbean",2022-08-10,2.91009405764142,62.9017136922394,2.75386760447729,42.3475384074633,2022-06-23,2022-06-21,2022-06-26,109606.1159,3252.407,0.000386361089978769
"11578","PRT","Portugal","Europe","Southern Europe",2022-08-10,6.01751837664187,809.310540374719,7.12552731400065,766.87948174458,2022-04-22,NA,NA,74187.6105711891,10270.865,0.0103370289977017
"11579","PRY","Paraguay","Americas","Latin America and the Caribbean",2022-08-10,0,0,0,0,2022-08-19,2022-08-17,2022-08-22,27700,6780.744,0
"11580","QAT","Qatar","Asia","Western Asia",2022-08-10,0,3,0.0714285714285714,2.78571428571429,2022-07-09,NA,NA,27490.2444,2695.122,0.000101334649673551
"11581","ROU","Romania","Europe","Eastern Europe",2022-08-10,0,33,0.714285714285714,30.6428571428571,2022-06-02,NA,NA,10500,19659.267,0.00291836734693878
"11582","RUS","Russia","Europe","Eastern Europe",2022-08-10,0,1,0,1,2022-07-06,2022-07-04,2022-07-09,1532011.64928064,144713.314,6.52736550971759e-07
"11583","SAU","Saudi Arabia","Asia","Western Asia",2022-08-10,0,5,0.142857142857143,4.57142857142857,2022-07-03,NA,NA,371369.964,36408.82,1.23096346354725e-05
"11584","SDN","Sudan","Africa","Northern Africa",2022-08-10,0,1,0,1,2022-07-09,NA,NA,132000,46874.204,7.57575757575758e-06
"11585","SGP","Singapore","Asia","South-eastern Asia",2022-08-10,0,14,0.212179873172525,13.5243401789853,2022-06-14,NA,NA,97403.7307,5975.689,0.000138848276978628
"11586","SLV","El Salvador","Americas","Latin America and the Caribbean",2022-08-10,0,0,0,0,2022-08-22,NA,NA,54100,6336.392,0
"11587","SMR","San Marino","Europe","Southern Europe",2022-08-10,0,0,0,0,2022-09-15,NA,NA,243.129957586457,33.66,0
"11588","SRB","Serbia","Europe","Southern Europe",2022-08-10,0,32,0.642857142857143,29.5,2022-06-03,NA,NA,40000,7221.365,0.0007375
"11589","SVK","Slovakia","Europe","Eastern Europe",2022-08-10,0,12,0.142857142857143,10.7142857142857,2022-06-23,NA,NA,119076.8583,5643.453,8.9977900553039e-05
"11590","SVN","Slovenia","Europe","Southern Europe",2022-08-10,0,43,0.285714285714286,41,2022-05-18,NA,NA,15311.8711173472,2119.844,0.00267766099164394
"11591","SWE","Sweden","Europe","Northern Europe",2022-08-10,0,138,1.85714285714286,127.214285714286,2022-05-05,NA,NA,1e+05,10549.347,0.00127214285714286
"11592","THA","Thailand","Asia","South-eastern Asia",2022-08-10,1,6,0.214285714285714,4.14285714285714,2022-07-09,NA,NA,527900,71697.03,7.84780667334181e-06
"11593","TUR","Türkiye","Asia","Western Asia",2022-08-10,0,10,0.214285714285714,9.28571428571429,2022-06-25,NA,NA,870480.6582,85341.241,1.06673413110815e-05
"11594","TWN","Taiwan, Province of China","Asia","Eastern Asia",2022-08-10,0,3,0.0714285714285714,2.57142857142857,2022-06-20,NA,NA,239889.946426095,23893.394,1.07192010742341e-05
"11595","UKR","Ukraine","Europe","Eastern Europe",2022-08-10,0,0,0,0,2022-08-26,NA,NA,179400,39701.739,0
"11596","URY","Uruguay","Americas","Latin America and the Caribbean",2022-08-10,0,3,0.0714285714285714,2.14285714285714,2022-07-20,NA,NA,28600,3422.794,7.49250749250749e-05
"11597","USA","United States of America","Americas","Northern America",2022-08-10,398.196705023939,14679.3401050368,441.009588337727,11769.4849924585,2022-04-29,NA,NA,4500000,338289.857,0.00261544110943523
"11598","VEN","Venezuela (Bolivarian Republic of)","Americas","Latin America and the Caribbean",2022-08-10,0,1,0,1,2022-05-28,NA,NA,210800,28301.696,4.7438330170778e-06
"11599","VNM","Viet Nam","Asia","South-eastern Asia",2022-08-10,0,0,0,0,2022-09-18,NA,NA,256000,98186.856,0
"11600","ZAF","South Africa","Africa","Sub-Saharan Africa",2022-08-10,0.467544552848264,3.95263750735589,0.0683415215731007,3.11754842012899,2022-06-16,2022-06-14,2022-06-19,309700,59893.885,1.00663494353535e-05
"11601","ABW","Aruba","Americas","Latin America and the Caribbean",2022-08-11,0,2,0.142857142857143,0.428571428571429,2022-08-09,NA,NA,3587.1965,106.445,0.000119472526406465
"11602","AND","Andorra","Europe","Southern Europe",2022-08-11,0,4,0,4,2022-06-20,NA,NA,576.577710468845,79.824,0.00693748635677815
"11603","ARE","United Arab Emirates","Asia","Western Asia",2022-08-11,0,16,0,16,2022-05-12,NA,NA,96299.5158,9441.129,0.000166148291266902
"11604","ARG","Argentina","Americas","Latin America and the Caribbean",2022-08-11,7,110.356313800694,4.49755312187876,77.5534919666426,2022-05-03,NA,NA,205600,45510.318,0.000377205700226861
"11605","AUS","Australia","Oceania","Australia and New Zealand",2022-08-11,0,33.0045496159125,0,33.0045496159125,2022-05-08,NA,NA,263500,26177.413,0.000125254457745399
"11606","AUT","Austria","Europe","Western Europe",2022-08-11,1.03256333776819,225.510731561652,5.18321484893341,197.871981171079,2022-05-14,NA,NA,81238.97811776,8939.617,0.0024356778698552
"11607","BEL","Belgium","Europe","Western Europe",2022-08-11,11.2166842367848,677.171297117428,8.46542070430327,627.207746853906,2022-05-10,NA,NA,105923.535897807,11655.93,0.00592132561982284
"11608","BEN","Benin","Africa","Sub-Saharan Africa",2022-08-11,0,3,0,3,2022-06-08,2022-06-06,2022-06-11,5800,13352.864,0.000517241379310345
"11609","BGR","Bulgaria","Europe","Eastern Europe",2022-08-11,0,4,0,4,2022-06-10,NA,NA,57800,6781.953,6.9204152249135e-05
"11610","BHR","Bahrain","Asia","Western Asia",2022-08-11,0,0,0,0,2022-09-10,2022-09-08,2022-09-13,15016.7766,1472.233,0
"11611","BHS","Bahamas","Americas","Latin America and the Caribbean",2022-08-11,0,2,0,2,2022-06-18,2022-06-16,2022-06-21,2800,409.984,0.000714285714285714
"11612","BIH","Bosnia and Herzegovina","Europe","Southern Europe",2022-08-11,0,3,0.0714285714285714,2.92857142857143,2022-07-02,NA,NA,6900,3233.526,0.000424430641821946
"11613","BMU","Bermuda","Americas","Northern America",2022-08-11,0,1,0,1,2022-07-16,NA,NA,718.819322375309,64.184,0.00139117017151896
"11614","BOL","Bolivia","Americas","Latin America and the Caribbean",2022-08-11,7.41412392044018,34.6172365045106,2.32382121338634,12.0810935919495,2022-07-26,2022-07-24,2022-07-29,35500,12224.11,0.000340312495547874
